B1,B2,B3,B4,B5,B6,B7,B9,class
0.115254186093807,0.0894231423735619,0.0706809386610985,0.0439508184790611,0.416339755058289,0.176978975534439,0.0680874586105347,0.00159066682681441,4
0.116326160728931,0.0880053713917732,0.0693669095635414,0.0432938039302826,0.391027420759201,0.16937144100666,0.0613789930939674,0.000829913129564375,4
0.110482186079025,0.0845474004745483,0.058266818523407,0.0361358001828194,0.195824921131134,0.0806398913264275,0.0309834238141775,0.000933652278035879,4
0.114770069718361,0.0886969640851021,0.0697472840547562,0.0428096875548363,0.390716195106506,0.161279782652855,0.0634191930294037,0.00155608716886491,4
0.115115866065025,0.089734360575676,0.0699201822280884,0.0438124984502792,0.453893333673477,0.17929582297802,0.0698164403438568,0.000968231994193047,4
0.115323349833488,0.089699774980545,0.0694360658526421,0.0452994257211685,0.395176976919174,0.175388306379318,0.0667388513684273,0.00145234796218574,4
0.112729869782925,0.0861034914851189,0.0605490803718567,0.0383143238723278,0.262321710586548,0.11162331700325,0.039870411157608,0.000242057998548262,4
0.113041087985039,0.0858268514275551,0.0627276003360748,0.0386255420744419,0.292198598384857,0.1116578951478,0.0439853966236115,0.00152150739450008,4
0.11006723344326,0.0823343023657799,0.0549817457795143,0.0341301783919334,0.153775990009308,0.0640762075781822,0.0234104674309492,0.000864492845721543,4
0.113767258822918,0.087832473218441,0.0672575458884239,0.0424293093383312,0.358176678419113,0.148969411849976,0.0570911094546318,0.00055327540030703,4
0.113594360649586,0.0874866768717766,0.0634537786245346,0.0401470474898815,0.296797692775726,0.121374793350697,0.0495181493461132,0.00124486966524273,4
0.113698102533817,0.0871754586696625,0.0672575458884239,0.0403891056776047,0.38414603471756,0.153672248125076,0.0588892549276352,0.000795333413407206,4
0.114043898880482,0.0890081822872162,0.0674650222063065,0.0428096875548363,0.330374598503113,0.134273037314415,0.0520078912377358,0.000968231994193047,4
0.114355117082596,0.0884203314781189,0.0677070841193199,0.042256411164999,0.390474140644073,0.166812539100647,0.0619322694838047,0.00110655080061406,4
0.117467291653156,0.0915325060486794,0.0714762657880783,0.0447461493313313,0.425295919179916,0.179883673787117,0.0692631676793098,0.0013831885298714,4
0.115565404295921,0.0896306186914444,0.0718220695853233,0.0452648475766182,0.299356579780579,0.126769229769707,0.0513162948191166,0.00121029000729322,4
0.116395317018032,0.089699774980545,0.0692631676793098,0.0427405275404453,0.396560162305832,0.160000339150429,0.0602032840251923,0.00103739136829972,4
0.114631749689579,0.0890427604317665,0.0653902366757393,0.0417377166450024,0.29717805981636,0.133443117141724,0.0509013384580612,0.000138318850076757,4
0.115392506122589,0.0888698622584343,0.0673267021775246,0.0429480038583279,0.304647296667099,0.145753487944603,0.0533219203352928,0.00107197114266455,4
0.115669146180153,0.0891119241714478,0.0671883821487427,0.0420489311218262,0.360873907804489,0.150836706161499,0.0556387603282929,0.00141776830423623,4
0.11470091342926,0.0880745351314545,0.0648715421557427,0.0410461202263832,0.289328455924988,0.128844007849693,0.049345251172781,0.000864492845721543,4
0.114770069718361,0.0884894877672195,0.0660818368196487,0.0422218292951584,0.299564063549042,0.135206684470177,0.0522153675556183,0.00127944943960756,4
0.113594360649586,0.0881782695651055,0.0647678077220917,0.0409078001976013,0.294238775968552,0.128221586346626,0.0501060076057911,0.0011757102329284,4
0.114528015255928,0.0880399495363236,0.062900498509407,0.0406657457351685,0.258206725120544,0.12241218984127,0.0476162657141686,0.00072617398109287,4
0.11625699698925,0.0885240659117699,0.0657360330224037,0.0410115420818329,0.334385842084885,0.139045029878616,0.0531836003065109,0.00131402909755707,4
0.114942967891693,0.0876595750451088,0.0633154585957527,0.039870411157608,0.300048172473907,0.12393369525671,0.046025600284338,0.000829913129564375,4
0.114631749689579,0.0877633169293404,0.0617593713104725,0.0398358292877674,0.263635754585266,0.1185392588377,0.0453340038657188,0.00124486966524273,4
0.115323349833488,0.0879362151026726,0.0613789930939674,0.0385218001902103,0.280372321605682,0.113836422562599,0.0444003529846668,0.000518695684149861,4
0.115219607949257,0.0882128477096558,0.0639724731445313,0.0411844402551651,0.281340569257736,0.126492589712143,0.0486882366240025,0.00103739136829972,4
0.116879433393478,0.0909792259335518,0.07234076410532,0.043259222060442,0.426921159029007,0.166847124695778,0.0621397458016873,0.00072617398109287,4
0.116360738873482,0.0898035168647766,0.0688136294484139,0.0418414548039436,0.401228427886963,0.147447898983955,0.0590621531009674,0.00072617398109287,4
0.115980364382267,0.0890081822872162,0.0661509931087494,0.0407694838941097,0.354960769414902,0.135690793395042,0.05311444029212,0.00121029000729322,4
0.117190651595593,0.0909100696444511,0.0715800076723099,0.0439508184790611,0.417550057172775,0.16159100830555,0.0604453422129154,0.000899072561878711,4
0.116084098815918,0.0890081822872162,0.0703697204589844,0.0409423820674419,0.406795769929886,0.147378742694855,0.0572985857725143,0.000311217416310683,4
